DATE,ALLSKY_KT,T2M,PRECTOTCORR,PS,WS10M
21/04/2025,0.38,19.33,0.993319491,87.93501688,0.7
22/04/2025,0.57,19.78,1.676022413,87.94504687,0.72
23/04/2025,0.47,20.5,7.28281901,87.93501688,0.63
24/04/2025,0.39,20.54,0.745558617,87.9000675,0.6
25/04/2025,0.45,20.49,0.148928357,87.88504687,0.52
26/04/2025,0.42,20.7,0.316474731,87.9500075,0.7
27/04/2025,0.37,20.31,2.249580307,87.95500188,0.55
28/04/2025,0.28,20.1,2.261135523,87.88012,0.75
29/04/2025,0.41,19.99,1.44273455,87.86522687,0.92
30/04/2025,0.41,20.54,2.595274947,87.90522687,0.99
1/5/2025,0.45,20.37,2.332933267,87.87027,0.85
2/5/2025,0.47,20.52,0.95869046,87.81126742,0.45
3/5/2025,0.42,20.67,1.180132451,87.84704167,0.65
4/5/2025,0.43,19.33,0.086562499,87.88242971,0.53
5/5/2025,0.43,19.55,4.887166391,87.88090746,0.56
6/5/2025,0.43,20.24,1.645896388,87.86504688,0.8
7/5/2025,0.36,19.47,2.32319617,87.76012,0.51
8/5/2025,0.44,19.6,3.099514481,87.79027,0.66
9/5/2025,0.46,20.15,0.469687501,87.79047999,0.48
10/5/2025,0.39,19.28,2.097741937,87.76047999,0.36
11/5/2025,0.42,19.28,1.490855752,87.69542187,0.45
12/5/2025,0.44,19.73,3.917094123,87.67074997,0.51
13/05/2025,0.43,19.52,2.05701256,87.71012,0.5
14/05/2025,0.3,18.37,2.086345807,87.6500675,0.4
15/05/2025,0.41,19.49,20.06908734,87.7300675,0.78
16/05/2025,0.38,19.79,9.311350971,87.80012,0.62
17/05/2025,0.48,20.53,15.34087244,87.8400075,0.67
18/05/2025,0.4,19.74,1.651780549,87.80012,0.67
19/05/2025,0.41,19.99,18.48433942,87.81567685,0.6
20/05/2025,0.43,20.65,4.518671669,87.87567685,0.47
21/05/2025,0.55,21.12,0.256875001,87.8501875,0.63
22/05/2025,0.41,19.94,0.183437501,87.83522687,0.8
23/05/2025,0.38,19.7,0.01625,87.85047999,0.54
24/05/2025,0.4,20.06,1.973298095,87.83012,0.59
25/05/2025,0.41,20.51,0.548437498,87.80509187,0.74
26/05/2025,0.41,20.7,0.289375003,87.8301875,0.7
27/05/2025,0.34,20.42,0.044375,87.89090746,0.59
28/05/2025,0.43,20.46,1.85369702,87.93003,0.72
29/05/2025,0.3,19.36,2.591391963,87.90027,0.66
30/05/2025,0.44,20.16,4.19659476,87.82567685,0.77
31/05/2025,0.43,20.5,1.471689196,87.87090746,0.66
1/6/2025,0.38,19.61,16.99137066,87.87617181,0.69
2/6/2025,0.27,19.92,1.432732851,87.87027,0.5
3/6/2025,0.49,20.51,3.900937522,87.87522687,0.59
4/6/2025,0.42,20.62,0.381249999,87.91504688,0.48
5/6/2025,0.47,19.73,0.337187502,87.9200075,0.89
6/6/2025,0.45,19.23,12.22245099,87.90515187,0.88
7/6/2025,0.27,19.01,1.136182575,87.8901875,0.91
8/6/2025,0.48,19.44,0.233537492,87.92003,0.73
9/6/2025,0.45,19.51,0.208134762,87.92531687,0.67
10/6/2025,0.5,19.82,0.470232052,87.89012,0.66
11/6/2025,0.39,19.58,0.392259209,87.92,0.91
12/6/2025,0.34,19.37,0.322954784,87.9300675,0.82
13/06/2025,0.41,19.7,0.104905756,87.89509187,0.72
14/06/2025,0.53,20.27,1.346945622,87.87,0.66
15/06/2025,0.48,19.7,0.108125001,87.8900675,0.73
16/06/2025,0.43,20.08,0.032292599,87.9301875,1.02
17/06/2025,0.45,19.65,0.017850017,87.96074997,0.47
18/06/2025,0.47,20.06,0.195312499,87.95531687,0.71
19/06/2025,0.44,20.66,1.236439525,87.97060748,0.45
20/06/2025,0.4,20.08,2.492395697,87.9700675,0.54
21/06/2025,0.41,21.03,8.741496979,87.92515187,0.65
22/06/2025,0.52,19.83,3.47492625,87.92107994,0.43
23/06/2025,0.51,20.67,3.184745667,87.87036749,0.68
24/06/2025,0.45,19.73,2.001385174,87.87501688,0.59
25/06/2025,0.46,20.8,1.221158369,87.8900075,0.63
26/06/2025,0.5,20.3,5.506433816,87.9200075,0.61
27/06/2025,0.45,20.01,1.197268522,87.9100675,0.58
28/06/2025,0.48,19.97,2.490320892,87.88027,0.48
29/06/2025,0.43,19.86,0.188307007,87.8500075,0.37
30/06/2025,0.54,19.85,0.058134544,87.88003,0.73
1/7/2025,0.48,19.67,0.386562499,87.89504687,0.93
2/7/2025,0.5,19.71,3.093846184,87.87012,0.78
3/7/2025,0.48,20.09,17.79542155,87.87554186,0.52
4/7/2025,0.47,20.59,49.02148152,87.86036749,0.75
5/7/2025,0.49,20.34,31.66180536,87.82060748,0.66
6/7/2025,0.34,20,0.005625,87.85554186,0.54
7/7/2025,0.4,19.11,1.139887641,87.88047999,0.74
8/7/2025,0.41,19.56,9.150744287,87.80680171,0.51
9/7/2025,0.45,20.23,9.545644171,87.81126742,0.95
10/7/2025,0.45,20.23,4.300230081,87.86531687,0.78
11/7/2025,0.52,20.16,3.143605746,87.93522687,0.76
12/7/2025,0.43,19.69,9.662048247,87.92582684,0.91
13/07/2025,0.51,19.46,0.0175,87.90522687,0.39
14/07/2025,0.4,19.77,0.616152419,87.84500187,0.77
15/07/2025,0.52,19.87,0.0003125,87.8800075,0.58
16/07/2025,0.38,19.65,3.48E-72,87.92027,0.74
17/07/2025,0.53,19.91,6.19E-72,87.89531687,0.87
18/07/2025,0.53,19.73,0.0153125,87.9100075,0.91
19/07/2025,0.44,19.02,0.0025,87.9801875,1.03
20/07/2025,0.3,18.32,0.111562501,87.97501687,0.65
21/07/2025,0.49,19.68,0.486249998,87.91500187,0.73
22/07/2025,0.48,20.08,0.134062499,87.88509187,0.69
23/07/2025,0.34,19.53,0.00375,87.86515187,0.63
24/07/2025,0.55,20.23,0.0009375,87.87515187,0.45
25/07/2025,0.45,20.66,0.1103125,87.9000075,0.64
26/07/2025,0.44,20.33,0.121875,87.93047999,0.57
27/07/2025,0.56,20.62,0.640135019,87.91012,0.46
28/07/2025,0.59,20.61,1.683936985,87.91504688,0.57
29/07/2025,0.57,20.47,4.524785557,87.96047999,0.66
30/07/2025,0.37,20.43,8.827313895,88.00003,0.62
31/07/2025,0.53,20.31,4.118795369,87.96,0.59
1/8/2025,0.48,20.09,3.846285383,87.89509187,0.37
2/8/2025,0.51,20.8,10.28627843,87.90617181,0.51
3/8/2025,0.55,20.52,10.08667406,87.91680171,0.45
4/8/2025,0.45,20.04,7.155013573,87.91060748,0.51
5/8/2025,0.59,20.61,0.159999999,87.90522687,0.73
6/8/2025,0.55,19.47,0.177187501,87.97501687,1.17
7/8/2025,0.63,19.37,0.010625,87.9900075,0.91
8/8/2025,0.52,20.31,9.543824635,87.89,0.75
9/8/2025,0.59,20.21,15.88573691,87.87027,0.7
10/8/2025,0.62,20.14,3.479029385,87.9300675,0.7
11/8/2025,0.66,20.26,10.15775503,87.98003,0.88
12/8/2025,0.64,19.86,22.86726028,87.93509187,0.86
13/08/2025,0.64,20.37,6.133711831,87.90582684,0.77
14/08/2025,0.47,19.73,1.377120937,87.89501687,0.61
15/08/2025,0.52,20.04,4.269766434,87.93168736,0.61
16/08/2025,0.45,19.98,0.651610196,87.91617181,0.65
17/08/2025,0.6,20.34,0.146875001,87.8901875,0.55
18/08/2025,0.6,21.1,1.358301032,87.8200675,0.53
19/08/2025,0.56,20.74,1.170417957,87.79500188,0.62
20/08/2025,0.59,20.19,7.393431149,87.81012,0.7
21/08/2025,0.56,20.7,1.82798595,87.86531687,0.55
22/08/2025,0.56,20.76,0.944374999,87.85522687,0.61
23/08/2025,0.56,20.49,0.123749999,87.83542187,0.69
24/08/2025,0.53,20.62,5.218176375,87.74047999,0.66
25/08/2025,0.48,20.47,13.26623896,87.71515187,0.74
26/08/2025,0.48,20.08,11.55513726,87.7700675,0.8
27/08/2025,0.64,20.11,1.784159233,87.75509187,0.92
28/08/2025,0.61,20.49,0.390937243,87.77522687,0.66
29/08/2025,0.62,20.98,4.367672875,87.7900675,0.91
30/08/2025,0.47,21.08,3.543523882,87.89509187,0.55
31/08/2025,0.53,21.14,1.963394371,87.86027,0.62
1/9/2025,0.51,21.28,0.975360193,87.88,0.6
2/9/2025,0.45,20.9,0.439880327,87.83501688,0.71
3/9/2025,0.39,19.23,2.239012279,87.82504687,0.7
4/9/2025,0.64,20.46,0.919375001,87.84500187,0.73
5/9/2025,0.58,20.48,0.0765625,87.86515187,0.74
6/9/2025,0.59,20.96,0.342137963,87.86036749,0.58
7/9/2025,0.53,20.12,2.441959715,87.83515187,0.64
8/9/2025,0.51,19.66,3.613411937,87.82522687,1.05
9/9/2025,0.62,19.67,1.673655327,87.9000075,1.05
10/9/2025,0.55,19.25,16.54567072,87.88500188,0.66
11/9/2025,0.47,20.17,9.260389183,87.87027,0.49
12/9/2025,0.4,19.36,4.645218553,87.87003,0.84
13/09/2025,0.56,19.38,0.435937498,87.90504687,0.72
14/09/2025,0.55,19.66,0.384947436,87.88500188,0.73
15/09/2025,0.53,20.01,0.305644877,87.92060748,0.93
16/09/2025,0.39,20.33,1.6818297,87.91617181,0.59
17/09/2025,0.55,20.98,2.33403468,87.91090746,0.53
18/09/2025,0.48,20.36,3.767806897,87.91501687,0.59
19/09/2025,0.52,20.2,0.568206935,87.8800075,0.59
20/09/2025,0.35,20.28,0.121816473,87.85,0.65
21/09/2025,0.56,20.65,2.146124533,87.90531687,0.79
22/09/2025,0.58,19.95,0.544737629,87.8801875,0.78
23/09/2025,0.4,18.47,1.321650974,87.8300075,0.56
24/09/2025,0.46,20.01,2.172187254,87.83060748,0.8
25/09/2025,0.66,19.9,2.865363021,87.79126742,1.299999999
26/09/2025,0.66,19.29,3.500964417,87.79036749,1.409999999
27/09/2025,0.63,19.73,11.4988673,87.83542187,1.409999999
28/09/2025,0.41,19.23,2.300925532,87.88090746,0.92
29/09/2025,0.63,20.98,16.79430234,87.82047999,1.14
30/09/2025,0.6,21.47,4.908401641,87.84003,0.66
1/10/2025,0.58,20.53,0.901006248,87.86003,0.91
2/10/2025,0.67,21.26,3.022141256,87.83500188,0.8
3/10/2025,0.55,19.97,2.546671571,87.77501688,0.64
4/10/2025,0.52,21.43,3.82814325,87.79500188,0.62
5/10/2025,0.55,20.58,20.48090367,87.7700075,0.6
6/10/2025,0.58,21.57,16.82946923,87.7300675,0.67
7/10/2025,0.63,21.36,6.432358438,87.71090746,0.82
8/10/2025,0.62,21.97,4.138748168,87.75168736,0.59
9/10/2025,0.48,20.11,1.949251741,87.80047999,0.59
10/10/2025,0.4,19.97,1.117020017,87.79500188,0.57
11/10/2025,0.43,20.25,0.324375002,87.79504687,0.83
12/10/2025,0.55,21.36,0.0675,87.7601875,0.75
13/10/2025,0.57,21.09,0.268404496,87.79554186,0.71
14/10/2025,0.55,20.65,0.0178125,87.77107994,0.64
15/10/2025,0.49,20.53,1.211562497,87.80036749,0.52
16/10/2025,0.52,21.26,0.676875,87.87531687,0.71
17/10/2025,0.66,21.37,0.0425,87.9601875,0.78
18/10/2025,0.66,21.33,0.723437496,88.07500188,0.89
19/10/2025,0.59,21.32,0.951359531,88.06500188,0.95
20/10/2025,0.5,20.9,0.193553979,88.02003,0.87
21/10/2025,0.47,19.94,3.775557178,87.9800075,0.69
22/10/2025,0.62,20.69,13.14039167,88.00501687,0.83
23/10/2025,0.59,20.27,7.58417485,88.01554186,0.73
24/10/2025,0.63,20.97,21.2300409,87.91107994,0.54
25/10/2025,0.58,20.26,37.03243329,87.87027,0.55
26/10/2025,0.61,20.49,5.436267279,87.89500188,0.48
27/10/2025,0.56,19.98,0.528857031,87.88504687,0.52
28/10/2025,0.59,20.7,15.86460111,87.88012,0.7
29/10/2025,0.55,21.12,17.48055201,87.89036749,0.55
30/10/2025,0.39,20.16,1.054745801,87.88074997,0.74
31/10/2025,0.5,21.4,4.308887272,87.78107994,0.84
1/11/2025,0.48,21.64,2.864749935,87.75216727,0.7
2/11/2025,0.53,21.04,2.669777686,87.76636678,0.7
3/11/2025,0.49,21.2,1.848309706,87.74074997,0.54
4/11/2025,0.53,20.69,12.93041648,87.6500675,0.82
5/11/2025,0.48,21.43,27.00111643,87.65027,0.76
6/11/2025,0.45,20.23,18.73426922,87.63599183,0.58
7/11/2025,0.42,21.2,19.22450842,87.68509187,0.55
8/11/2025,0.48,21.3,8.49234403,87.76509187,0.82
9/11/2025,0.52,19.33,4.985772149,87.83504687,0.67
10/11/2025,0.31,20.85,1.791954413,87.79509187,0.7
11/11/2025,0.45,20.65,0.294694712,87.77531687,0.62
12/11/2025,0.48,20.55,0.06108037,87.81515187,0.7
13/11/2025,0.45,20.85,2.499258836,87.79515187,0.64
14/11/2025,0.53,21.33,1.575657549,87.71509187,0.88
15/11/2025,0.57,21.05,0.719687495,87.74003,0.58
16/11/2025,0.45,20.65,14.22077593,87.77012,0.49
17/11/2025,0.47,20.84,0.753244665,87.7500675,0.55
18/11/2025,0.33,20.88,1.798536767,87.72036749,0.67
19/11/2025,0.51,21.93,8.939039928,87.69003,0.59
20/11/2025,0.4,20.12,2.862454033,87.68522687,0.63
21/11/2025,0.33,20.33,2.018698804,87.73,0.59
22/11/2025,0.47,21.06,17.0295037,87.72522687,0.73
23/11/2025,0.51,21.01,8.196285672,87.8101875,0.47
24/11/2025,0.59,21.62,6.985805981,87.84504688,0.9
25/11/2025,0.57,21.55,6.502446182,87.70704167,0.84
26/11/2025,0.47,21.58,12.51520316,87.76504688,0.86
27/11/2025,0.33,20.28,14.86420104,87.81500187,0.7
28/11/2025,0.45,21.05,31.61747655,87.72027,0.76
29/11/2025,0.48,21.2,32.41923072,87.62047999,0.66
30/11/2025,0.45,20.84,17.99559547,87.70504687,0.41
1/12/2025,0.46,20.4,4.229983703,87.81090746,0.58
2/12/2025,0.4,19.5,22.64613721,87.82846627,0.47
3/12/2025,0.52,19.86,3.327282175,87.84680171,0.81
4/12/2025,0.48,19.78,4.483124344,87.85531687,0.75
5/12/2025,0.42,19.37,0.353616209,87.88003,1.04
6/12/2025,0.48,19.35,0.943304952,87.90515187,1.02
7/12/2025,0.47,19.55,1.257775991,87.9001875,0.9
8/12/2025,0.42,19.37,1.98664025,87.92542187,0.73
9/12/2025,0.51,20.63,10.2040142,87.98522687,0.79
10/12/2025,0.57,20.48,12.64872936,87.95531687,0.7
11/12/2025,0.3,21.04,2.607084615,87.91515187,0.73
12/12/2025,0.3,20.92,0.0209375,87.87531687,0.91
13/12/2025,0.41,20.84,0.423638788,87.84090746,0.89
14/12/2025,0.44,20.41,1.957808148,87.87599183,0.77
15/12/2025,0.34,20.64,1.172026754,87.93531687,0.54
16/12/2025,0.52,20.74,25.96551442,87.91509187,0.59
17/12/2025,0.47,21.05,26.95774328,87.89027,0.61
18/12/2025,0.57,20.39,21.05541995,87.9500675,0.52
19/12/2025,0.58,21.58,18.58541146,87.96500187,0.56
20/12/2025,0.53,21.37,7.855306652,87.88504687,0.58
21/12/2025,0.36,20.68,2.380074815,87.82582684,1.29
22/12/2025,0.48,20.26,3.68783533,87.79074997,1.38
23/12/2025,0.3,19.73,2.634084545,87.78542187,0.98
24/12/2025,0.37,19.89,0.253437498,87.82542187,1.14
25/12/2025,0.38,19.28,0.132812501,87.86107994,0.71
26/12/2025,0.42,20.49,0.1059375,87.88617181,0.65
27/12/2025,0.46,20.44,1.240530476,87.8901875,0.76
28/12/2025,0.32,20.28,1.952265953,87.83531687,0.6
29/12/2025,0.5,19.77,46.6405554,87.84599183,0.91
30/12/2025,0.45,19.55,35.61108651,87.80168736,0.84
31/12/2025,0.62,20.88,29.37688651,87.83531687,0.56
