DATE,ALLSKY_KT,T2M,PRECTOTCORR,PS,WS10M,Status
8/23/2018,0.36,18.63,8.6,87.89,1.63,TIDAK BERPOTENSI UPWELLING
8/24/2018,0.5,18.01,0,87.95,1.48,TIDAK BERPOTENSI UPWELLING
8/25/2018,0.34,17.58,5.2,87.87,1.34,TIDAK BERPOTENSI UPWELLING
8/26/2018,0.6,17.9,0.25,87.79,1.02,TIDAK BERPOTENSI UPWELLING
8/27/2018,0.53,18.5,0.71,87.9,1.07,TIDAK BERPOTENSI UPWELLING
8/28/2018,0.52,18.68,0.08,87.96,0.98,TIDAK BERPOTENSI UPWELLING
8/29/2018,0.6,18.29,0,87.96,1.05,TIDAK BERPOTENSI UPWELLING
8/30/2018,0.62,18.59,4.55,87.9,1,TIDAK BERPOTENSI UPWELLING
8/31/2018,0.52,17.48,3.61,88,0.99,TIDAK BERPOTENSI UPWELLING
9/1/2018,0.52,18.79,0.33,88.05,0.91,TIDAK BERPOTENSI UPWELLING
9/2/2018,0.43,19.81,0.09,87.93,0.7,TIDAK BERPOTENSI UPWELLING
9/3/2018,0.4,18.17,8.41,87.98,0.88,TIDAK BERPOTENSI UPWELLING
9/4/2018,0.31,17.42,5.53,88.04,1.33,TIDAK BERPOTENSI UPWELLING
9/5/2018,0.56,18.69,0.08,87.95,0.79,TIDAK BERPOTENSI UPWELLING
9/6/2018,0.45,19.87,0.06,87.86,0.73,TIDAK BERPOTENSI UPWELLING
9/7/2018,0.53,19.84,2.48,87.86,1.04,TIDAK BERPOTENSI UPWELLING
9/8/2018,0.56,19.91,20.94,87.8,0.73,TIDAK BERPOTENSI UPWELLING
9/9/2018,0.45,18.7,40.69,87.9,0.79,BERPOTENSI UPWELLING
9/10/2018,0.49,19.08,19.44,88.04,0.56,TIDAK BERPOTENSI UPWELLING
9/11/2018,0.46,18.59,0.82,88.09,0.62,TIDAK BERPOTENSI UPWELLING
9/12/2018,0.46,19.5,8.57,87.92,0.8,TIDAK BERPOTENSI UPWELLING
9/13/2018,0.54,18.62,2.33,87.91,0.8,TIDAK BERPOTENSI UPWELLING
9/14/2018,0.4,19.38,0.07,87.83,0.74,TIDAK BERPOTENSI UPWELLING
9/15/2018,0.44,19.58,26.72,87.82,0.9,BERPOTENSI UPWELLING
9/16/2018,0.46,18.7,6.42,87.75,0.95,TIDAK BERPOTENSI UPWELLING
9/17/2018,0.29,18.5,18.16,87.74,1.15,TIDAK BERPOTENSI UPWELLING
9/18/2018,0.36,18.57,1.26,87.86,0.84,TIDAK BERPOTENSI UPWELLING
9/19/2018,0.67,19.79,0.05,87.85,0.83,TIDAK BERPOTENSI UPWELLING
9/20/2018,0.62,20.28,0.01,87.81,0.87,TIDAK BERPOTENSI UPWELLING
9/21/2018,0.53,20.79,0.05,87.88,0.95,TIDAK BERPOTENSI UPWELLING
9/22/2018,0.39,19.62,2.32,87.96,0.69,TIDAK BERPOTENSI UPWELLING
9/23/2018,0.46,19.51,28.99,87.97,0.82,BERPOTENSI UPWELLING
9/24/2018,0.32,19.09,11.66,87.96,1.07,TIDAK BERPOTENSI UPWELLING
9/25/2018,0.51,19.57,2.2,87.88,0.68,TIDAK BERPOTENSI UPWELLING
9/26/2018,0.49,20.36,0.05,87.82,0.48,TIDAK BERPOTENSI UPWELLING
9/27/2018,0.52,20.73,0.88,87.79,0.67,TIDAK BERPOTENSI UPWELLING
9/28/2018,0.42,20.62,0.89,87.78,0.62,TIDAK BERPOTENSI UPWELLING
9/29/2018,0.48,21.24,2.3,87.7,0.62,TIDAK BERPOTENSI UPWELLING
9/30/2018,0.45,20.91,8.23,87.72,0.34,TIDAK BERPOTENSI UPWELLING
10/1/2018,0.4,20.44,18.9,87.8,0.5,TIDAK BERPOTENSI UPWELLING
10/2/2018,0.41,20.18,12.72,87.89,0.55,TIDAK BERPOTENSI UPWELLING
10/3/2018,0.48,20.85,7.33,87.83,0.79,TIDAK BERPOTENSI UPWELLING
10/4/2018,0.28,19.98,17.55,87.82,0.55,TIDAK BERPOTENSI UPWELLING
10/5/2018,0.41,19.74,17.02,87.82,0.58,TIDAK BERPOTENSI UPWELLING
10/6/2018,0.43,19.37,13.37,87.83,0.47,TIDAK BERPOTENSI UPWELLING
10/7/2018,0.48,20.19,44.18,87.82,0.45,BERPOTENSI UPWELLING
10/8/2018,0.4,19.9,15.8,87.78,0.61,TIDAK BERPOTENSI UPWELLING
10/9/2018,0.42,19.86,5.98,87.76,0.51,TIDAK BERPOTENSI UPWELLING
10/10/2018,0.34,19.54,22.42,87.83,0.53,TIDAK BERPOTENSI UPWELLING
10/11/2018,0.24,19.14,11.23,87.99,0.96,TIDAK BERPOTENSI UPWELLING
10/12/2018,0.25,18.36,36.45,88.1,0.72,BERPOTENSI UPWELLING
10/13/2018,0.38,19.16,3.83,88.02,0.46,TIDAK BERPOTENSI UPWELLING
10/14/2018,0.45,19.23,4.67,87.96,0.46,TIDAK BERPOTENSI UPWELLING
10/15/2018,0.41,20.39,41.12,87.97,0.52,BERPOTENSI UPWELLING
10/16/2018,0.4,18.9,75.97,88,0.77,BERPOTENSI UPWELLING
10/17/2018,0.34,18.82,11.5,87.98,0.9,TIDAK BERPOTENSI UPWELLING
10/18/2018,0.44,18.7,4.9,87.98,0.87,TIDAK BERPOTENSI UPWELLING
10/19/2018,0.49,19.26,0.89,87.98,0.8,TIDAK BERPOTENSI UPWELLING
10/20/2018,0.45,19.87,0.4,87.94,0.76,TIDAK BERPOTENSI UPWELLING
10/21/2018,0.59,19.61,0.07,88.01,0.63,TIDAK BERPOTENSI UPWELLING
10/22/2018,0.55,20.06,41.84,87.95,0.73,BERPOTENSI UPWELLING
10/23/2018,0.39,19.79,29.22,88.03,0.52,BERPOTENSI UPWELLING
10/24/2018,0.48,19.6,15.95,87.98,0.67,TIDAK BERPOTENSI UPWELLING
10/25/2018,0.46,19.99,6.17,87.97,0.7,TIDAK BERPOTENSI UPWELLING
10/26/2018,0.46,20.51,1.1,87.99,0.71,TIDAK BERPOTENSI UPWELLING
10/27/2018,0.49,21.23,2.52,87.92,0.51,TIDAK BERPOTENSI UPWELLING
10/28/2018,0.4,20.2,5.24,87.88,0.53,TIDAK BERPOTENSI UPWELLING
10/29/2018,0.56,21.29,0.63,87.8,0.68,TIDAK BERPOTENSI UPWELLING
10/30/2018,0.5,21.15,32.18,87.79,0.72,BERPOTENSI UPWELLING
10/31/2018,0.49,20.15,10.07,87.77,0.84,TIDAK BERPOTENSI UPWELLING
11/1/2018,0.48,20.68,3.87,87.75,0.73,TIDAK BERPOTENSI UPWELLING
11/2/2018,0.39,19.83,0.27,87.82,0.69,TIDAK BERPOTENSI UPWELLING
11/3/2018,0.43,19.8,0.79,87.82,0.52,TIDAK BERPOTENSI UPWELLING
11/4/2018,0.46,20.91,53.28,87.82,0.59,BERPOTENSI UPWELLING
11/5/2018,0.44,19.95,17.67,87.82,0.84,TIDAK BERPOTENSI UPWELLING
11/6/2018,0.35,19.74,31.46,87.81,0.84,BERPOTENSI UPWELLING
11/7/2018,0.45,20.58,4.33,87.81,0.75,TIDAK BERPOTENSI UPWELLING
11/8/2018,0.49,20,36.33,87.68,0.62,BERPOTENSI UPWELLING
11/9/2018,0.23,19.55,26.04,87.69,0.98,BERPOTENSI UPWELLING
11/10/2018,0.45,20.12,6.85,87.77,0.46,TIDAK BERPOTENSI UPWELLING
11/11/2018,0.48,19.12,56.49,87.87,0.66,BERPOTENSI UPWELLING
11/12/2018,0.43,19.09,9.99,87.86,0.68,TIDAK BERPOTENSI UPWELLING
11/13/2018,0.34,19.8,23.05,87.69,0.48,TIDAK BERPOTENSI UPWELLING
11/14/2018,0.42,19.49,4.32,87.7,0.44,TIDAK BERPOTENSI UPWELLING
11/15/2018,0.43,20.17,0.45,87.81,0.42,TIDAK BERPOTENSI UPWELLING
11/16/2018,0.4,19.92,19.44,87.85,0.48,TIDAK BERPOTENSI UPWELLING
11/17/2018,0.53,19.77,5.29,87.91,0.64,TIDAK BERPOTENSI UPWELLING
11/18/2018,0.5,19.4,32.12,87.99,0.58,BERPOTENSI UPWELLING
11/19/2018,0.35,19.04,40.33,88.09,0.62,BERPOTENSI UPWELLING
11/20/2018,0.48,19.62,0.26,88.05,0.78,TIDAK BERPOTENSI UPWELLING
11/21/2018,0.38,18.22,2.17,88.01,1.02,TIDAK BERPOTENSI UPWELLING
11/22/2018,0.28,17.65,19.35,88.01,0.73,TIDAK BERPOTENSI UPWELLING
11/23/2018,0.41,18.58,13.35,88.02,0.5,TIDAK BERPOTENSI UPWELLING
11/24/2018,0.38,19.72,11.04,88.01,0.59,TIDAK BERPOTENSI UPWELLING
11/25/2018,0.38,19.64,18.8,87.89,0.42,TIDAK BERPOTENSI UPWELLING
11/26/2018,0.48,19.01,5.04,87.89,0.76,TIDAK BERPOTENSI UPWELLING
11/27/2018,0.52,20.51,0,87.94,0.38,TIDAK BERPOTENSI UPWELLING
11/28/2018,0.49,20.17,0,87.92,0.56,TIDAK BERPOTENSI UPWELLING
11/29/2018,0.44,20.87,0.28,87.95,0.41,TIDAK BERPOTENSI UPWELLING
11/30/2018,0.5,20.76,10.98,88,0.58,TIDAK BERPOTENSI UPWELLING
12/1/2018,0.52,20.7,33.81,87.88,0.57,BERPOTENSI UPWELLING
12/2/2018,0.43,19.74,1.51,87.82,0.71,TIDAK BERPOTENSI UPWELLING
12/3/2018,0.57,20.39,0.86,87.8,0.84,TIDAK BERPOTENSI UPWELLING
12/4/2018,0.42,20.24,10.8,87.8,0.83,TIDAK BERPOTENSI UPWELLING
12/5/2018,0.47,20.42,6.14,87.74,0.46,TIDAK BERPOTENSI UPWELLING
12/6/2018,0.36,19.97,11.58,87.72,0.62,TIDAK BERPOTENSI UPWELLING
12/7/2018,0.5,20.17,0.04,87.77,0.63,TIDAK BERPOTENSI UPWELLING
12/8/2018,0.48,19.54,1.98,87.82,0.52,TIDAK BERPOTENSI UPWELLING
12/9/2018,0.5,20.4,0.32,87.79,0.59,TIDAK BERPOTENSI UPWELLING
12/10/2018,0.37,19.9,7.34,87.82,0.69,TIDAK BERPOTENSI UPWELLING
12/11/2018,0.42,20.15,11,87.87,0.56,TIDAK BERPOTENSI UPWELLING
12/12/2018,0.52,20.1,4.29,87.9,0.45,TIDAK BERPOTENSI UPWELLING
12/13/2018,0.25,19.46,27.9,87.96,0.55,BERPOTENSI UPWELLING
12/14/2018,0.56,19.5,0.56,87.95,0.5,TIDAK BERPOTENSI UPWELLING
12/15/2018,0.44,20.25,0.43,87.93,0.52,TIDAK BERPOTENSI UPWELLING
12/16/2018,0.44,19.91,1.2,87.92,0.73,TIDAK BERPOTENSI UPWELLING
12/17/2018,0.5,20,12.95,87.9,0.54,TIDAK BERPOTENSI UPWELLING
12/18/2018,0.4,20.47,13.13,87.92,0.36,TIDAK BERPOTENSI UPWELLING
12/19/2018,0.49,19.82,1.9,88.05,0.38,TIDAK BERPOTENSI UPWELLING
12/20/2018,0.57,20.49,0.17,88.01,0.36,TIDAK BERPOTENSI UPWELLING
12/21/2018,0.62,20.23,0.31,87.96,0.82,TIDAK BERPOTENSI UPWELLING
12/22/2018,0.52,19.62,5.82,87.95,0.84,TIDAK BERPOTENSI UPWELLING
12/23/2018,0.6,19.97,0.84,87.91,0.66,TIDAK BERPOTENSI UPWELLING
12/24/2018,0.54,20.04,0.04,87.9,0.81,TIDAK BERPOTENSI UPWELLING
12/25/2018,0.49,19.04,9.35,87.95,0.78,TIDAK BERPOTENSI UPWELLING
12/26/2018,0.48,18.78,0.59,87.9,0.64,TIDAK BERPOTENSI UPWELLING
12/27/2018,0.56,19.68,0.02,87.85,0.66,TIDAK BERPOTENSI UPWELLING
12/28/2018,0.55,19.87,6.03,87.82,0.77,TIDAK BERPOTENSI UPWELLING
12/29/2018,0.55,19.76,1.09,87.96,0.67,TIDAK BERPOTENSI UPWELLING
12/30/2018,0.52,20.44,8.66,88.04,0.52,TIDAK BERPOTENSI UPWELLING
12/31/2018,0.49,19.85,3.42,88.11,0.54,TIDAK BERPOTENSI UPWELLING
1/1/2019,0.6,19.51,0.03,88.14,0.76,TIDAK BERPOTENSI UPWELLING
1/2/2019,0.56,19.48,0,88.12,0.88,TIDAK BERPOTENSI UPWELLING
1/3/2019,0.62,19.4,0,88.14,0.73,TIDAK BERPOTENSI UPWELLING
1/4/2019,0.63,19.17,0,88.06,0.66,TIDAK BERPOTENSI UPWELLING
1/5/2019,0.69,18.8,0,87.96,0.89,TIDAK BERPOTENSI UPWELLING
1/6/2019,0.62,19.96,0.09,87.93,0.73,TIDAK BERPOTENSI UPWELLING
1/7/2019,0.45,20.25,4.03,87.88,0.41,TIDAK BERPOTENSI UPWELLING
1/8/2019,0.52,20.54,0.62,87.95,0.69,TIDAK BERPOTENSI UPWELLING
1/9/2019,0.46,20.45,2.21,87.94,0.71,TIDAK BERPOTENSI UPWELLING
1/10/2019,0.42,20,40.8,87.91,0.79,BERPOTENSI UPWELLING
1/11/2019,0.43,19.05,8.09,87.91,0.82,TIDAK BERPOTENSI UPWELLING
1/12/2019,0.49,19.83,0.17,87.92,0.73,TIDAK BERPOTENSI UPWELLING
1/13/2019,0.62,19.56,0.01,87.91,0.49,TIDAK BERPOTENSI UPWELLING
1/14/2019,0.49,19.98,0.15,87.86,0.6,TIDAK BERPOTENSI UPWELLING
1/15/2019,0.45,20.23,0.03,87.88,0.47,TIDAK BERPOTENSI UPWELLING
1/16/2019,0.57,19.35,0.02,87.91,0.73,TIDAK BERPOTENSI UPWELLING
1/17/2019,0.56,19.55,1.76,87.81,0.8,TIDAK BERPOTENSI UPWELLING
1/18/2019,0.45,18.87,6.68,87.82,0.54,TIDAK BERPOTENSI UPWELLING
1/19/2019,0.45,18.98,0.74,87.79,0.62,TIDAK BERPOTENSI UPWELLING
1/20/2019,0.29,19.59,22.48,87.86,0.57,TIDAK BERPOTENSI UPWELLING
1/21/2019,0.39,19.45,11.37,87.97,0.64,TIDAK BERPOTENSI UPWELLING
1/22/2019,0.58,19.68,1.18,88.02,0.77,TIDAK BERPOTENSI UPWELLING
1/23/2019,0.62,20.34,0,87.94,0.71,TIDAK BERPOTENSI UPWELLING
1/24/2019,0.58,20.26,0.07,87.98,0.66,TIDAK BERPOTENSI UPWELLING
1/25/2019,0.51,20.08,0.02,88.01,0.73,TIDAK BERPOTENSI UPWELLING
1/26/2019,0.42,19.1,0.02,87.97,0.83,TIDAK BERPOTENSI UPWELLING
1/27/2019,0.36,19.05,5.3,87.95,0.69,TIDAK BERPOTENSI UPWELLING
1/28/2019,0.41,19.99,2.44,87.91,0.41,TIDAK BERPOTENSI UPWELLING
1/29/2019,0.42,19.98,0.04,87.88,0.41,TIDAK BERPOTENSI UPWELLING
1/30/2019,0.55,20.77,0,87.94,0.77,TIDAK BERPOTENSI UPWELLING
1/31/2019,0.45,18.88,12.6,88.02,0.66,TIDAK BERPOTENSI UPWELLING
2/1/2019,0.34,19.65,4.24,87.98,0.58,TIDAK BERPOTENSI UPWELLING
2/2/2019,0.43,20.4,0.15,87.9,0.66,TIDAK BERPOTENSI UPWELLING
2/3/2019,0.39,20.64,4.23,88.01,0.79,TIDAK BERPOTENSI UPWELLING
2/4/2019,0.45,20.8,14.94,88.05,0.59,TIDAK BERPOTENSI UPWELLING
2/5/2019,0.56,20.9,2.6,88.02,0.44,TIDAK BERPOTENSI UPWELLING
2/6/2019,0.6,21.23,0,87.97,0.65,TIDAK BERPOTENSI UPWELLING
2/7/2019,0.67,20.03,0.5,87.98,0.75,TIDAK BERPOTENSI UPWELLING
2/8/2019,0.6,19.22,0.12,88.03,0.77,TIDAK BERPOTENSI UPWELLING
2/9/2019,0.52,20.44,1.19,88,0.48,TIDAK BERPOTENSI UPWELLING
2/10/2019,0.58,20.79,1.77,88.07,0.83,TIDAK BERPOTENSI UPWELLING
2/11/2019,0.67,19.76,0.11,88.09,1.05,TIDAK BERPOTENSI UPWELLING
2/12/2019,0.7,19.2,0,88.16,0.95,TIDAK BERPOTENSI UPWELLING
2/13/2019,0.67,20.15,0,88.15,0.89,TIDAK BERPOTENSI UPWELLING
2/14/2019,0.59,20.81,0,87.97,0.66,TIDAK BERPOTENSI UPWELLING
2/15/2019,0.56,20.77,6.33,88.02,0.56,TIDAK BERPOTENSI UPWELLING
2/16/2019,0.5,20.35,3.42,88.1,0.52,TIDAK BERPOTENSI UPWELLING
2/17/2019,0.48,20.47,8.27,88.02,0.49,TIDAK BERPOTENSI UPWELLING
2/18/2019,0.65,20.66,1.42,87.94,0.55,TIDAK BERPOTENSI UPWELLING
2/19/2019,0.67,20.39,0,88.01,0.58,TIDAK BERPOTENSI UPWELLING
2/20/2019,0.59,19.96,17.54,88.06,0.73,TIDAK BERPOTENSI UPWELLING
2/21/2019,0.55,20.83,3.51,88.06,0.8,TIDAK BERPOTENSI UPWELLING
2/22/2019,0.55,20.92,0.72,87.94,0.7,TIDAK BERPOTENSI UPWELLING
2/23/2019,0.5,20.42,0.65,87.88,0.55,TIDAK BERPOTENSI UPWELLING
2/24/2019,0.55,20.82,0.08,87.85,0.93,TIDAK BERPOTENSI UPWELLING
2/25/2019,0.66,20.72,0,87.81,0.83,TIDAK BERPOTENSI UPWELLING
2/26/2019,0.61,21.01,0,87.74,0.7,TIDAK BERPOTENSI UPWELLING
2/27/2019,0.54,21.3,7.11,87.68,0.81,TIDAK BERPOTENSI UPWELLING
2/28/2019,0.48,20.95,5.69,87.75,0.71,TIDAK BERPOTENSI UPWELLING
3/1/2019,0.48,21.07,0.72,87.83,0.81,TIDAK BERPOTENSI UPWELLING
3/2/2019,0.61,20.98,0,87.82,0.75,TIDAK BERPOTENSI UPWELLING
3/3/2019,0.59,20.95,0,87.75,0.62,TIDAK BERPOTENSI UPWELLING
3/4/2019,0.58,20.43,0.26,87.79,0.94,TIDAK BERPOTENSI UPWELLING
3/5/2019,0.53,20.36,1.25,87.93,1.05,TIDAK BERPOTENSI UPWELLING
3/6/2019,0.66,20.81,0.03,87.98,0.75,TIDAK BERPOTENSI UPWELLING
3/7/2019,0.64,20.79,14.09,87.97,0.66,TIDAK BERPOTENSI UPWELLING
3/8/2019,0.62,21.04,6.69,87.94,0.66,TIDAK BERPOTENSI UPWELLING
3/9/2019,0.61,20.87,0.08,87.95,0.73,TIDAK BERPOTENSI UPWELLING
3/10/2019,0.45,20.15,15.76,87.97,0.59,TIDAK BERPOTENSI UPWELLING
3/11/2019,0.48,20.01,11.73,88.01,0.58,TIDAK BERPOTENSI UPWELLING
3/12/2019,0.49,19.44,9.12,88.09,0.73,TIDAK BERPOTENSI UPWELLING
3/13/2019,0.62,20.3,1.83,88.06,0.77,TIDAK BERPOTENSI UPWELLING
3/14/2019,0.52,20.25,6.48,88.07,0.8,TIDAK BERPOTENSI UPWELLING
3/15/2019,0.62,20.4,9.47,88.07,0.91,TIDAK BERPOTENSI UPWELLING
3/16/2019,0.62,20.08,0.42,88.06,0.97,TIDAK BERPOTENSI UPWELLING
3/17/2019,0.66,20.23,0.06,88.02,0.8,TIDAK BERPOTENSI UPWELLING
3/18/2019,0.61,20.93,0.09,87.96,0.66,TIDAK BERPOTENSI UPWELLING
3/19/2019,0.45,20.41,1.45,87.93,0.45,TIDAK BERPOTENSI UPWELLING
3/20/2019,0.47,20.12,0.88,87.93,0.47,TIDAK BERPOTENSI UPWELLING
3/21/2019,0.38,19.51,11.43,88.01,0.93,TIDAK BERPOTENSI UPWELLING
3/22/2019,0.66,20.87,0.08,88,0.76,TIDAK BERPOTENSI UPWELLING
3/23/2019,0.62,20.58,0,87.97,0.76,TIDAK BERPOTENSI UPWELLING
3/24/2019,0.54,19.99,0.07,87.9,0.6,TIDAK BERPOTENSI UPWELLING
3/25/2019,0.53,20.46,0.77,87.9,0.72,TIDAK BERPOTENSI UPWELLING
3/26/2019,0.52,21.05,0.05,87.95,0.56,TIDAK BERPOTENSI UPWELLING
3/27/2019,0.45,21.26,0.98,88.04,0.73,TIDAK BERPOTENSI UPWELLING
3/28/2019,0.52,21.5,2.51,88.01,0.67,TIDAK BERPOTENSI UPWELLING
3/29/2019,0.52,20.22,0.57,87.9,0.85,TIDAK BERPOTENSI UPWELLING
3/30/2019,0.41,20.9,0.2,87.91,0.85,TIDAK BERPOTENSI UPWELLING
3/31/2019,0.53,20.88,1.64,87.97,0.77,TIDAK BERPOTENSI UPWELLING
4/1/2019,0.27,19.69,22.75,88,0.73,TIDAK BERPOTENSI UPWELLING
4/2/2019,0.48,20.15,2.16,87.95,0.81,TIDAK BERPOTENSI UPWELLING
4/3/2019,0.5,20.19,1.8,87.96,0.61,TIDAK BERPOTENSI UPWELLING
4/4/2019,0.52,20.78,0.66,87.99,0.46,TIDAK BERPOTENSI UPWELLING
4/5/2019,0.55,20.74,5.39,88,0.9,TIDAK BERPOTENSI UPWELLING
4/6/2019,0.67,21.41,2.55,87.92,0.66,TIDAK BERPOTENSI UPWELLING
4/7/2019,0.38,20.31,18.37,87.92,0.73,TIDAK BERPOTENSI UPWELLING
4/8/2019,0.55,21.59,1,87.85,0.7,TIDAK BERPOTENSI UPWELLING
4/9/2019,0.59,21.1,30.69,87.88,0.69,BERPOTENSI UPWELLING
4/10/2019,0.56,20.26,1.29,87.87,0.67,TIDAK BERPOTENSI UPWELLING
4/11/2019,0.6,20.6,0,87.8,0.59,TIDAK BERPOTENSI UPWELLING
4/12/2019,0.52,21.34,0,87.78,0.62,TIDAK BERPOTENSI UPWELLING
4/13/2019,0.48,20.79,14.81,87.86,0.41,TIDAK BERPOTENSI UPWELLING
4/14/2019,0.49,20.92,4.25,87.86,0.68,TIDAK BERPOTENSI UPWELLING
4/15/2019,0.3,21.29,1.65,87.86,0.64,TIDAK BERPOTENSI UPWELLING
4/16/2019,0.53,21.94,0.11,87.9,0.58,TIDAK BERPOTENSI UPWELLING
4/17/2019,0.54,22.19,0.02,87.89,0.73,TIDAK BERPOTENSI UPWELLING
4/18/2019,0.52,21.94,33.76,87.86,0.49,BERPOTENSI UPWELLING
4/19/2019,0.58,21.23,6.74,87.8,0.63,TIDAK BERPOTENSI UPWELLING
4/20/2019,0.57,21.33,0.32,87.67,1.05,TIDAK BERPOTENSI UPWELLING
4/21/2019,0.62,21.62,0,87.6,0.82,TIDAK BERPOTENSI UPWELLING
4/22/2019,0.56,21.97,0,87.59,0.76,TIDAK BERPOTENSI UPWELLING
4/23/2019,0.52,21.91,0,87.69,0.62,TIDAK BERPOTENSI UPWELLING
4/24/2019,0.42,22,0.29,87.72,0.56,TIDAK BERPOTENSI UPWELLING
4/25/2019,0.41,21.66,2.04,87.76,0.31,TIDAK BERPOTENSI UPWELLING
4/26/2019,0.41,21.54,2.73,87.76,0.56,TIDAK BERPOTENSI UPWELLING
4/27/2019,0.41,20.69,12.01,87.83,0.84,TIDAK BERPOTENSI UPWELLING
4/28/2019,0.55,19.97,0.08,87.93,0.84,TIDAK BERPOTENSI UPWELLING
4/29/2019,0.6,21.71,0.25,87.89,0.69,TIDAK BERPOTENSI UPWELLING
4/30/2019,0.37,20.98,8.59,87.96,0.79,TIDAK BERPOTENSI UPWELLING
5/1/2019,0.61,20.83,2.85,87.98,0.78,TIDAK BERPOTENSI UPWELLING
5/2/2019,0.63,21.8,0,87.95,0.72,TIDAK BERPOTENSI UPWELLING
5/3/2019,0.54,21.99,0.62,87.99,0.56,TIDAK BERPOTENSI UPWELLING
5/4/2019,0.47,21.08,9.69,88.03,0.66,TIDAK BERPOTENSI UPWELLING
5/5/2019,0.38,19.9,1.96,88.11,1.15,TIDAK BERPOTENSI UPWELLING
5/6/2019,0.5,19.97,0.2,87.99,1.12,TIDAK BERPOTENSI UPWELLING
5/7/2019,0.56,20.28,7.8,87.85,1.02,TIDAK BERPOTENSI UPWELLING
5/8/2019,0.38,20.2,11.08,87.87,0.9,TIDAK BERPOTENSI UPWELLING
5/9/2019,0.52,20.16,12.1,87.86,0.95,TIDAK BERPOTENSI UPWELLING
5/10/2019,0.52,20.19,2.92,87.97,0.64,TIDAK BERPOTENSI UPWELLING
5/11/2019,0.59,21.37,0.01,87.99,0.7,TIDAK BERPOTENSI UPWELLING
5/12/2019,0.59,21.24,1.58,87.93,0.61,TIDAK BERPOTENSI UPWELLING
5/13/2019,0.53,21.4,2.71,87.86,0.68,TIDAK BERPOTENSI UPWELLING
5/14/2019,0.51,21.23,4.47,87.85,0.7,TIDAK BERPOTENSI UPWELLING
5/15/2019,0.37,20.66,4.5,87.92,0.64,TIDAK BERPOTENSI UPWELLING
5/16/2019,0.42,20.08,1.02,88.01,0.77,TIDAK BERPOTENSI UPWELLING
5/17/2019,0.56,20.62,0,87.97,0.74,TIDAK BERPOTENSI UPWELLING
5/18/2019,0.56,20.85,4.39,87.9,0.81,TIDAK BERPOTENSI UPWELLING
5/19/2019,0.38,20.35,0.95,87.93,0.78,TIDAK BERPOTENSI UPWELLING
5/20/2019,0.45,20.66,0.17,87.95,0.48,TIDAK BERPOTENSI UPWELLING
5/21/2019,0.52,21.25,0.03,87.87,0.57,TIDAK BERPOTENSI UPWELLING
5/22/2019,0.5,21.05,0.04,87.9,0.6,TIDAK BERPOTENSI UPWELLING
5/23/2019,0.52,20.69,0.15,87.91,0.53,TIDAK BERPOTENSI UPWELLING
5/24/2019,0.55,20.58,6.38,87.95,0.8,TIDAK BERPOTENSI UPWELLING
5/25/2019,0.49,20.41,8.3,87.91,0.47,TIDAK BERPOTENSI UPWELLING
5/26/2019,0.52,20.88,2.93,87.78,0.66,TIDAK BERPOTENSI UPWELLING
5/27/2019,0.48,20.85,0.42,87.71,0.35,TIDAK BERPOTENSI UPWELLING
5/28/2019,0.23,20.58,20.39,87.64,0.65,TIDAK BERPOTENSI UPWELLING
5/29/2019,0.47,19.47,6.97,87.71,0.57,TIDAK BERPOTENSI UPWELLING
5/30/2019,0.4,20.28,1.29,87.71,0.47,TIDAK BERPOTENSI UPWELLING
5/31/2019,0.34,20.8,8.86,87.72,0.48,TIDAK BERPOTENSI UPWELLING
6/1/2019,0.49,21.31,4.7,87.75,0.45,TIDAK BERPOTENSI UPWELLING
6/2/2019,0.42,20.19,3.38,87.77,0.64,TIDAK BERPOTENSI UPWELLING
6/3/2019,0.48,21.12,0.04,87.79,0.6,TIDAK BERPOTENSI UPWELLING
6/4/2019,0.42,21.43,16.35,87.71,0.57,TIDAK BERPOTENSI UPWELLING
6/5/2019,0.4,20.4,26.05,87.68,0.65,BERPOTENSI UPWELLING
6/6/2019,0.32,19.76,4.44,87.87,0.96,TIDAK BERPOTENSI UPWELLING
6/7/2019,0.5,19.28,9.64,87.95,0.7,TIDAK BERPOTENSI UPWELLING
6/8/2019,0.44,19.72,3.09,87.94,0.68,TIDAK BERPOTENSI UPWELLING
6/9/2019,0.59,19.77,0.01,87.89,0.61,TIDAK BERPOTENSI UPWELLING
6/10/2019,0.56,20.78,0.7,87.83,0.83,TIDAK BERPOTENSI UPWELLING
6/11/2019,0.56,20.58,2.37,87.92,0.68,TIDAK BERPOTENSI UPWELLING
6/12/2019,0.54,20.95,0.43,87.9,0.79,TIDAK BERPOTENSI UPWELLING
6/13/2019,0.66,20.01,2.33,87.94,0.95,TIDAK BERPOTENSI UPWELLING
6/14/2019,0.63,20.05,3.06,87.93,1,TIDAK BERPOTENSI UPWELLING
6/15/2019,0.48,19.76,0.21,87.96,1.12,TIDAK BERPOTENSI UPWELLING
6/16/2019,0.62,19.36,0.02,87.94,0.9,TIDAK BERPOTENSI UPWELLING
6/17/2019,0.55,19.98,0,87.96,0.74,TIDAK BERPOTENSI UPWELLING
6/18/2019,0.45,19.98,5.27,87.91,0.77,TIDAK BERPOTENSI UPWELLING
6/19/2019,0.56,19.39,2.78,87.87,0.76,TIDAK BERPOTENSI UPWELLING
